MIL,Win,PHI
LAC,Loss,OKC
CHA,Loss,ATL
MIA,Win,TOR
MEM,Win,LAL
MIN,Loss,BKN
HOU,Loss,DEN
CHI,Win,DET
SA,Win,NO
UTA,Win,WAS
POR,Win,IND
SAC,Loss,PHO
GS,Win,OKC
ORL,Loss,TOR
BOS,Loss,NY
PHO,Win,LAC
WAS,Win,MIN
CLE,Win,MIL
ATL,Win,BOS
MIA,Win,DET
MEM,Win,BKN
NO,Loss,HOU
DAL,Loss,SA
CHI,Win,GS
SAC,Loss,OKC
LAL,Win,UTA
WAS,Win,CHI
TOR,Loss,CLE
PHI,Win,NY
CHA,Win,MIN
HOU,Win,BKN
SA,Win,PHO
MIL,Win,GS
DEN,Win,SAC
UTA,Win,IND
POR,Win,LAC
BOS,Win,MIA
LAL,Win,OKC
MEM,Loss,NO
ORL,Loss,DET
NY,Win,ATL
DAL,Win,PHO
LAC,Win,POR
PHI,Loss,MEM
WAS,Loss,SAC
TOR,Loss,GS
BKN,Win,ORL
CHI,Win,CHA
DEN,Win,IND
UTA,Loss,HOU
CLE,Loss,GS
DET,Loss,MIL
POR,Win,DAL
LAL,Win,NO
IND,Win,DET
PHI,Win,WAS
BOS,Win,SAC
NY,Win,ORL
ATL,Win,TOR
MIL,Loss,CHI
MIN,Loss,LAC
BKN,Loss,MIA
SA,Win,CHA
UTA,Win,NO
DEN,Win,HOU
PHO,Win,LAL
OKC,Win,MEM
GS,Win,DAL
TOR,Win,LAC
IND,Win,MIA
NY,Win,MIL
BKN,Win,CHI
DET,Win,CLE
PHI,Win,SAC
BOS,Win,ORL
MEM,Win,WAS
DEN,Win,NO
PHO,Loss,DAL
UTA,Win,POR
MIN,Loss,LAL
ATL,Loss,CHI
NY,Win,SAC
CLE,Win,OKC
HOU,Win,CHA
MIN,Win,NO
MIL,Win,ORL
SA,Win,WAS
POR,Win,UTA
GS,Win,PHO
BOS,Win,LAC
DET,Loss,LAL
TOR,Loss,MIA
IND,Win,CHI
WAS,Win,LAC
PHI,Win,ORL
MIA,Win,CHA
NY,Win,DET
OKC,Win,DAL
MIN,Loss,POR
UTA,Win,SAC
IND,Win,ATL
BKN,Loss,LAL
MEM,Loss,PHO
HOU,Win,GS
DEN,Win,MIL
CLE,Win,CHA
TOR,Loss,BOS
ORL,Loss,LAC
WAS,Win,NY
PHI,Loss,IND
ATL,Win,MEM
DET,Loss,BKN
MIA,Win,HOU
NO,Win,PHO
OKC,Win,GS
DAL,Win,POR
UTA,Win,MIL
MIN,Loss,SA
BOS,Win,LAL
DEN,Win,CHI
CHA,Loss,LAL
WAS,Win,BKN
IND,Loss,TOR
ATL,Loss,NO
CLE,Win,ORL
DET,Win,SA
MIA,Win,LAC
MIN,Loss,NY
OKC,Win,PHO
HOU,Win,POR
MEM,Win,GS
UTA,Loss,CHI
CLE,Loss,DEN
PHI,Win,CHA
MIL,Loss,DET
DAL,Win,GS
SAC,Win,UTA
NY,Loss,LAC
MIA,Win,LAL
TOR,Win,NO
BOS,Win,DEN
MEM,Win,MIN
ORL,Win,POR
BKN,Loss,SA
PHO,Loss,OKC
SAC,Win,HOU
CHA,Win,BOS
PHI,Loss,LAC
IND,Loss,BKN
CLE,Loss,MIN
DET,Loss,NO
CHI,Loss,SA
MIL,Loss,WAS
DAL,Loss,ATL
TOR,Win,DEN
MIA,Win,POR
MEM,Win,SAC
UTA,Win,OKC
GS,Loss,HOU
LAL,Win,PHO
IND,Win,CHA
ORL,Loss,ATL
CLE,Loss,SA
BOS,Win,CHI
BKN,Win,DEN
NY,Loss,TOR
DET,Win,WAS
MIL,Win,PHI
MIN,Loss,UTA
NO,Win,POR
DAL,Win,SAC
LAC,Win,HOU
OKC,Loss,MIA
LAL,Loss,LAC
ORL,Loss,CHA
WAS,Loss,TOR
BKN,Win,MIL
DET,Loss,MEM
NO,Loss,CHI
DEN,Win,BOS
UTA,Win,GS
SAC,Loss,SA
POR,Loss,PHO
TOR,Loss,MEM
CLE,Win,NO
IND,Win,NY
CHA,Loss,DET
MIN,Win,PHI
ATL,Loss,MIA
MIL,Loss,BKN
HOU,Win,OKC
DAL,Win,ORL
LAL,Win,BOS
GS,Win,PHO
CHI,Loss,MIA
LAC,Loss,SA
CHA,Loss,CHI
TOR,Win,NY
WAS,Win,DEN
IND,Win,DET
ATL,Win,SAC
BKN,Loss,HOU
MEM,Win,ORL
NO,Loss,DAL
OKC,Win,MIN
PHO,Loss,BOS
GS,Win,SA
LAL,Win,POR
ORL,Loss,CLE
CHA,Loss,DEN
WAS,Win,HOU
PHI,Loss,MIA
DET,Loss,IND
MIL,Loss,ATL
LAC,Win,UTA
DAL,Loss,LAL
BKN,Loss,MEM
MIN,Loss,GS
MIA,Win,CLE
NO,Win,SAC
NY,Win,PHI
PHO,Loss,SA
POR,Win,BOS
OKC,Win,CHI
TOR,Loss,WAS
DET,Loss,ATL
UTA,Loss,BOS
DEN,Win,LAL
PHI,Loss,ORL
IND,Win,GS
MIA,Win,SAC
CHI,Loss,CLE
NO,Loss,BKN
DAL,Loss,MIL
PHO,Win,MIN
LAC,Win,CHA
ORL,Loss,SAC
CLE,Win,TOR
NY,Win,GS
HOU,Loss,MIL
OKC,Win,NO
MEM,Win,DAL
WAS,Loss,DET
SA,Loss,PHO
UTA,Loss,ATL
POR,Loss,DEN
IND,Loss,LAC
CHI,Win,PHI
LAL,Win,MIN
WAS,Loss,NY
TOR,Loss,IND
ORL,Loss,HOU
CLE,Loss,LAC
MIA,Win,MEM
BOS,Win,GS
BKN,Loss,DAL
NO,Win,DET
SA,Win,SAC
UTA,Win,CHA
PHO,Win,ATL
DEN,Win,OKC
PHI,Win,GS
CHI,Win,BKN
MIL,Win,TOR
POR,Win,MIN
NY,Loss,MIA
LAC,Loss,OKC
WAS,Win,PHI
SAC,Win,CHA
ORL,Loss,MEM
HOU,Win,DAL
SA,Win,DET
IND,Win,CHI
LAL,Win,ATL
CLE,Loss,NY
MIN,Loss,MIA
MIL,Win,UTA
NO,Loss,ORL
DEN,Win,ATL
POR,Win,CHA
GS,Win,TOR
PHI,Loss,BOS
OKC,Win,LAL
SAC,Loss,DEN
IND,Loss,BOS
CLE,Win,UTA
CHA,Loss,BKN
ATL,Win,PHI
DET,Loss,NY
MIA,Win,ORL
NO,Loss,LAL
MEM,Win,POR
MIN,Win,WAS
DAL,Win,HOU
SA,Win,CHI
PHO,Loss,TOR
LAC,Win,MIL
GS,Win,SAC
NY,Loss,OKC
DEN,Win,LAC
ORL,Loss,IND
CHA,Loss,OKC
CLE,Loss,MEM
BOS,Win,ATL
DET,Loss,DAL
BKN,Win,WAS
MIA,Win,PHI
CHI,Win,UTA
SA,Loss,POR
SAC,Win,PHO
LAL,Win,TOR
GS,Loss,HOU
ATL,Loss,BKN
NY,Win,UTA
WAS,Win,CHA
MEM,Win,NO
PHO,Win,HOU
DEN,Win,MIN
GS,Loss,MIL
OKC,Win,BOS
LAL,Win,CHI
ORL,Win,PHI
TOR,Win,CLE
MIA,Win,IND
MIN,Loss,DAL
NO,Win,POR
SAC,Loss,MIL
LAC,Win,DET
PHI,Win,BKN
SA,Win,OKC
UTA,Win,DET
PHO,Loss,DEN
GS,Win,NY
CHA,Win,BOS
ORL,Loss,LAL
CLE,Win,WAS
MIA,Win,ATL
BKN,Win,NO
MIL,Loss,DAL
MIN,Win,SA
POR,Loss,MEM
WAS,Win,MIL
PHI,Loss,MIA
IND,Win,MIN
ATL,Win,LAL
BOS,Win,TOR
OKC,Win,UTA
HOU,Win,PHO
SAC,Win,CHI
LAC,Loss,MEM
DEN,Win,NY
GS,Win,DET
SA,Win,DAL
POR,Win,NY
TOR,Win,CHA
WAS,Win,NO
IND,Loss,LAL
ATL,Win,PHO
OKC,Win,ORL
HOU,Win,MIN
DAL,Win,CLE
MIL,Loss,MIA
DEN,Win,MEM
GS,Loss,CHI
WAS,Win,PHO
BOS,Win,CHA
PHI,Win,IND
SA,Win,CLE
UTA,Win,MEM
POR,Win,DET
TOR,Loss,MIA
MIL,Win,ORL
LAC,Win,NY
MIN,Win,NO
HOU,Loss,GS
DAL,Loss,OKC
BKN,Loss,ATL
LAL,Win,SAC
CLE,Loss,IND
PHI,Win,POR
CHA,Win,WAS
ATL,Loss,DAL
DET,Loss,BKN
BOS,Loss,MIA
CHI,Loss,DEN
MEM,Win,MIN
NO,Loss,GS
PHO,Win,LAL
UTA,Loss,NY
IND,Win,ORL
OKC,Loss,DEN
MIL,Win,POR
SAC,Win,LAC
CLE,Loss,MIA
CHA,Win,TOR
ATL,Win,MIL
NY,Win,ORL
NO,Win,BOS
HOU,Win,UTA
DAL,Loss,BKN
MEM,Win,OKC
SA,Win,GS
PHO,Loss,WAS
LAC,Win,PHI
CHI,Loss,POR
DEN,Win,PHI
SAC,Win,MIN
IND,Win,MIL
TOR,Loss,NY
ORL,Loss,OKC
MIA,Win,DET
ATL,Loss,POR
HOU,Win,CLE
NO,Win,MEM
DAL,Win,BOS
SA,Win,UTA
PHO,Loss,MIN
LAL,Loss,WAS
CHA,Loss,DET
NY,Win,TOR
MEM,Win,BOS
CHI,Win,IND
DEN,Win,SAC
LAC,Win,BKN
GS,Win,WAS
MIL,Loss,ATL
MIA,Win,CHA
MIN,Loss,CHI
HOU,Win,SA
OKC,Win,POR
DAL,Win,UTA
SAC,Loss,PHI
PHO,Loss,BKN
WAS,Win,MEM
IND,Win,ATL
ORL,Loss,MIA
NO,Win,DEN
UTA,Win,PHI
GS,Win,LAL
BOS,Loss,NY
DET,Loss,MIN
DAL,Win,LAC
PHI,Win,MIL
CLE,Loss,BOS
TOR,Loss,ATL
CHA,Win,ORL
NY,Win,MEM
NO,Loss,LAC
CHI,Win,MIA
MIN,Loss,LAL
HOU,Loss,IND
OKC,Win,WAS
SA,Win,DEN
UTA,Win,PHO
GS,Loss,SAC
POR,Loss,BKN
MIL,Win,LAL
DAL,Loss,IND
PHO,Loss,SAC
ORL,Win,WAS
CLE,Loss,PHI
NY,Win,CHA
BOS,Win,ATL
DET,Loss,TOR
NO,Loss,MIA
MEM,Win,HOU
MIN,Win,OKC
SA,Win,LAC
DEN,Win,BKN
POR,Loss,UTA
DAL,Win,CHI
ATL,Win,ORL
PHI,Win,CHA
HOU,Win,LAC
MIN,Loss,MEM
MIL,Loss,OKC
UTA,Win,BKN
SAC,Loss,LAL
PHO,Loss,IND
GS,Win,POR
NO,Win,CLE
WAS,Win,TOR
SA,Loss,MIA
CHI,Win,DET
NY,Win,BOS
TOR,Loss,DET
ATL,Win,CLE
MIL,Win,CHA
MIN,Win,BOS
HOU,Win,ORL
MEM,Win,SA
UTA,Win,POR
LAC,Loss,IND
WAS,Win,CHI
MIA,Loss,NY
LAL,Win,DAL
CHA,Win,PHI
ATL,Loss,NY
CLE,Loss,BKN
TOR,Win,WAS
BOS,Win,DET
MIL,Loss,MIN
SA,Win,ORL
UTA,Loss,DEN
POR,Loss,MEM
SAC,Loss,HOU
GS,Win,NO
LAC,Win,PHO
BKN,Loss,CHI
DEN,Win,DAL
OKC,Win,SA
CHA,Loss,MIA
ATL,Loss,PHI
NY,Win,MIL
BOS,Loss,CLE
CHI,Win,ORL
MIN,Loss,TOR
IND,Loss,OKC
UTA,Win,NO
SAC,Loss,DAL
POR,Loss,HOU
PHO,Loss,GS
LAL,Win,MEM
WAS,Win,IND
MIA,Win,PHI
BKN,Win,CHA
MIN,Win,DET
SA,Win,ATL
MIL,Win,TOR
DEN,Win,HOU
OKC,Loss,NY
LAC,Win,LAL
SAC,Loss,MEM
CLE,Win,ORL
BOS,Win,WAS
DET,Win,CHI
GS,Loss,UTA
PHO,Loss,NO
POR,Loss,DAL
IND,Win,CLE
BKN,Win,PHI
MIA,Win,MIL
NY,Win,WAS
MEM,Win,CHA
CHI,Loss,TOR
HOU,Win,PHO
UTA,Loss,OKC
LAL,Win,NO
GS,Win,MIN
ORL,Win,MIL
PHI,Loss,ATL
WAS,Loss,MIA
CLE,Loss,DET
BOS,Loss,BKN
DAL,Loss,PHO
SAC,Win,NO
POR,Loss,LAL
DEN,Win,SA
LAC,Win,MIN
CHI,Win,NY
GS,Loss,OKC
WAS,Loss,PHI
TOR,Win,CHI
IND,Loss,BKN
DET,Win,CHA
ATL,Win,MIL
MIA,Win,BOS
CLE,Loss,NY
NO,Loss,LAC
HOU,Loss,MEM
SA,Win,SAC
DAL,Win,DEN
UTA,Win,MIN
POR,Loss,OKC
LAL,Win,GS
CHA,Win,MIL
ORL,Loss,BOS
MEM,Loss,LAC
MIN,Win,PHO
MIA,Win,CHI
PHI,Win,CLE
TOR,Win,BKN
NY,Win,IND
DEN,Win,POR
NO,Loss,DAL
HOU,Win,SAC
LAL,Win,SA
ORL,Loss,CHI
CLE,Loss,MIA
CHA,Win,NY
DET,Win,PHI
BKN,Win,WAS
DAL,Loss,MEM
MIN,Loss,UTA
OKC,Win,SAC
MIL,Loss,DEN
PHO,Win,HOU
GS,Win,SA
ATL,Loss,TOR
LAC,Win,POR
IND,Loss,PHI
OKC,Loss,MIL
CHA,Win,CLE
TOR,Win,BOS
NY,Win,ATL
DAL,Win,NO
MEM,Win,UTA
MIA,Win,ORL
BKN,Win,DET
DEN,Win,PHO
SA,Loss,MIN
CHI,Win,WAS
SAC,Loss,LAC
LAL,Win,HOU
POR,Loss,GS
IND,Win,ORL
MIA,Win,CHI
LAL,Win,LAC
CLE,Win,BKN
PHI,Win,MIA
TOR,Win,BOS
DET,Win,WAS
NY,Win,MIL
HOU,Win,CHA
MIN,Win,ORL
NO,Loss,IND
DAL,Win,ATL
SA,Win,MEM
UTA,Loss,OKC
PHO,Win,POR
SAC,Win,DEN
GS,Win,LAL
CHI,Win,NY
LAC,Win,GS
CHA,Win,CLE
ORL,Win,NO
WAS,Loss,PHI
ATL,Win,TOR
BOS,Loss,MIL
HOU,Win,DAL
MEM,Win,DET
MIN,Win,OKC
BKN,Win,MIA
DEN,Loss,POR
PHO,Win,UTA
SAC,Loss,LAC
LAL,Loss,SA
IND,Win,CLE
PHI,Win,CHI
NO,Win,CHA
DAL,Win,MEM
MIL,Loss,TOR
UTA,Loss,HOU
POR,Win,SA
GS,Win,SAC
DET,Win,BOS
MIA,Win,WAS
ORL,Win,BKN
OKC,Win,PHO
NY,Loss,MIN
LAL,Win,ATL
CLE,Win,MIN
PHI,Loss,GS
MEM,Win,BOS
LAC,Win,HOU
TOR,Loss,MIA
BKN,Win,UTA
DET,Loss,IND
